Chapter,Section,Name,Text,IsRepealed,Details,Part
266,16A,"Building, vessel or vehicle; breaking and entering with intent to commit misdemeanor","Section 16A. Whoever in the nighttime or daytime breaks and enters a building, ship, vessel or vehicle with intent to commit a misdemeanor shall be punished by a fine of not more than two hundred dollars or by imprisonment for not more than six months, or both.   

",False,http://malegislature.gov/api/Chapters/266/Sections/16A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,17,Entering without breaking at night; breaking and entering in day time; weapons; punishment,"Section 17. Whoever, in the night time, enters without breaking, or breaks and enters in the day time, a building, ship, vessel, or vehicle, with intent to commit a felony, the owner or any other person lawfully therein being put in fear, shall be punished by imprisonment in the state prison for not more than ten years. Whoever commits any offense described in this section while armed with a firearm, rifle, shotgun, machine gun or assault weapon shall be punished by imprisonment in the state prison for not less than 7 years or in the house of correction for not less than 2 years nor more than 21/2 years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/17/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,18,Dwelling house; entry at night; breaking and entering in day time; weapons; punishment,"Section 18. Whoever, in the night time, enters a dwelling house without breaking, or breaks and enters in the day time a building, ship or motor vehicle or vessel, with intent to commit a felony, no person lawfully therein being put in fear, shall be punished by imprisonment in the state prison for not more than ten years or by a fine of not more than five hundred dollars and imprisonment in jail for not more than two years. Whoever commits any offense described in this section while armed with a firearm, rifle, shotgun, machine gun or assault weapon shall be punished by imprisonment in the state prison for not less than 7 years or by imprisonment in the house of correction for not less than 2 years nor more than 21/2 years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/18/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,18A,Entering dwelling house by false pretenses; intent to commit felony; larceny; punishment,"Section 18A. Whoever enters a dwelling house by false pretenses, without breaking and with the intent to commit a felony, no person lawfully therein being put in fear, or whoever enters a dwelling house by false pretenses, without breaking and, after having entered, commits a larceny, as defined by section 30, no person lawfully therein being put in fear, shall be punished by imprisonment in the state prison for not more than ten years or by a fine of not more than $5,000 and imprisonment in a house of correction for not more than two years, or by both such fine and imprisonment.   

",False,http://malegislature.gov/api/Chapters/266/Sections/18A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,19,Railroad car; breaking and entering,"Section 19. Whoever breaks and enters, or enters in the night time without breaking, a railroad car, with intent to commit a felony, shall be punished by imprisonment in the state prison for not more than ten years or by a fine of not more than five hundred dollars and imprisonment in the house of correction for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/19/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,20,"Stealing in building, ship or railroad car","Section 20. Whoever steals in a building, ship, vessel or railroad car shall be punished by imprisonment in the state prison for not more than five years or by a fine of not more than five hundred dollars or by imprisonment in jail for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/20/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,20A,"Breaking and entering of trucks, tractors, trailers or freight containers","Section 20A. Whoever breaks and enters, or enters without breaking, a truck, tractor/trailer unit, trailer, semi-trailer or freight container with intent to commit a felony, shall be punished by imprisonment in the state prison for not more than ten years or by a fine of not more than five hundred dollars and imprisonment in the house of correction for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/20A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,20B,"Stealing in trucks, tractors, trailers or freight containers","Section 20B. Whoever steals in a truck, tractor/trailer unit, trailer, semi-trailer or freight container shall be punished by imprisonment in the state prison for not more than five years or by a fine of not more than five hundred dollars or by imprisonment in jail for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/20B/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,21,Stolen property; refusal to surrender,"Section 21. Whoever, having been convicted, either as principal or accessory, of burglary or robbery, or of any of the crimes described in sections seventeen to twenty, inclusive, of chapter two hundred and sixty-five, or of breaking and entering or of entering a building with intent to commit robbery or larceny, has in his possession or control money, goods, bonds or bank notes, or any paper of value, or any property of another, which was obtained or taken by means of such crime, and, upon being requested by the lawful owner thereof to deliver the same to him, refuses or fails so to do while having power to deliver the same, shall be punished by imprisonment in the state prison for not more than five years or in jail or house of correction for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/21/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,22,Poultry thieves; detention by owner; penalty,"Section 22. Whoever, with intent to commit larceny, breaks or enters or enters in the night without breaking any building or enclosure wherein is kept or confined any kind of live poultry, may be detained or kept in custody in a convenient place by the owner of the poultry, or by his agent or employee, for not more than twenty-four hours, Sunday excepted, until a complaint can be made against him for the offence and he be taken upon a warrant issued upon such complaint, and, upon conviction of such trespassing or breaking or entering shall be punished by imprisonment in the state prison for not more than three years, or by a fine of not more than five hundred dollars and imprisonment in the house of correction for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/22/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,23,Embezzlement of property at fire; effect,"Section 23. Whoever steals, conveys away or conceals any furniture, goods, chattels, merchandise or effects of persons whose houses or buildings are on fire or are endangered thereby, and does not, within two days thereafter, restore the same or give notice of his possession thereof to the owner, if known, or, if unknown, to the mayor or one of the aldermen, selectmen or firewards of the place, shall be guilty of larceny.   

",False,http://malegislature.gov/api/Chapters/266/Sections/23/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,24,Stealing at a fire; punishment,"Section 24. Whoever steals in a building which is on fire, or steals property which has been removed in consequence of an alarm caused by fire, shall be punished by imprisonment in the state prison for not more than five years or by a fine of not more than five hundred dollars and imprisonment in jail for not more than two years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/24/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,25,Larceny by stealing; punishment; victim sixty-five or older; minimum sentence for repeat offenders,"Section 25. (a) Whoever commits larceny by stealing from the person of a person sixty-five years or older shall be punished by imprisonment in the state prison for not more than five years or in jail for not more than two and one-half years.  

Whoever, after having been convicted of said crime commits a second or subsequent such crime, shall be punished by imprisonment for not less than two years. Said sentence shall not be reduced until one year of said sentence has been served nor shall the person convicted be eligible for probation, parole, furlough, work release or receive any deduction from his sentence for good conduct until he shall have served one year of such sentence; provided, however, that the commissioner of correction may, on the recommendation of the warden, superintendent, or other person in charge of a correctional institution, or the administrator of a county correctional institution, grant to said offender a temporary release in the custody of an officer of such institution for the following purposes only: to attend the funeral of next of kin or spouse; to visit a critically ill close relative or spouse; or to obtain emergency medical services unavailable at said institution. The provisions of section eighty-seven of chapter two hundred and seventy-six relating to the power of the court to place certain offenders on probation shall not apply to any person seventeen years of age or over charged with a violation of this subsection.  

(b) Whoever commits larceny by stealing from the person of another shall be punished by imprisonment in the state prison for not more than five years or in jail for not more than two and one-half years.   

",False,http://malegislature.gov/api/Chapters/266/Sections/25/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,26,nan,nan,False,http://malegislature.gov/api/Chapters/266/Sections/26/,nan
266,27,"Tools of contractors, builders or mechanics; stealing; penalty","Section 27. Whoever steals any tool belonging to any contractor, builder or mechanic from any building during the course of its construction, completion, alteration or repair, shall, for a first offence be punished by a fine of not more than one hundred dollars or by imprisonment for not more than six months, or both, and for a subsequent offence by a fine of one hundred dollars or by imprisonment for six months, or both.   

",False,http://malegislature.gov/api/Chapters/266/Sections/27/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,27A,Motor vehicle or trailer; removal or concealment to defraud insurer,"Section 27A. Whoever, with intent to defraud the insurer, removes or conceals a motor vehicle or trailer belonging to himself or another which is at the time insured against theft, or whoever, with intent as aforesaid, aids or abets in such removal or concealment, shall be punished by imprisonment in the state prison for not more than five years or by imprisonment in jail or house of correction for not less than one year nor more than two and one-half years, and a fine of not less than five hundred or more than five thousand dollars.  

The court shall, after conviction, conduct an evidentiary hearing to ascertain the extent of the damages or financial loss suffered as a result of the defendant's crime. A person found guilty of violating this section shall, in all cases, upon conviction, in addition to any other punishment, be ordered to make restitution to the insurer for any financial loss sustained as a result of the commission of the crime; provided, however, that restitution shall not be ordered to a party whom the court determines to be aggrieved without that party's consent. Restitution shall be imposed in addition to incarceration or fine, and not in lieu thereof; provided, however, the court shall consider the defendant's present and future ability to pay in its determinations regarding a find; provided, further, that, whenever possible subject to the constraints of this paragraph and the preceding paragraph, the amount of a fine imposed for a violation of this section shall equal twice the amount of damages or financial loss suffered as a result of the defendant's crime.  

In determining the amount, time and method of payment of restitution, the court shall consider the financial resources of the defendant and the burden restitution will impose on the defendant. Upon a real or impending change in financial circumstances, a defendant ordered to pay restitution may petition the court for a modification of the amount, time or method of payment of restitution. If the court finds that because of any such change the payment of restitution will cause a substantial financial hardship to the defendant or the defendant's immediate family or the defendant's dependents, the court may grant remission from any payment of restitution or modify the amount, time or method of payment.  

If a defendant who is required to make restitution defaults in any payment of restitution or installment thereof, the court shall hold him in contempt unless said defendant has made a good faith effort to pay such restitution.  If said defendant has made a good faith effort to pay such restitution, the court may modify the amount, time or method of payment, but may not grant complete remission from payment of restitution.  

A prosecution commenced under this section shall not be placed on file, or continued without a finding and the sentence imposed upon a person convicted of violating this section for a second or subsequent offense shall not be reduced to less than one year nor shall any sentence of imprisonment imposed upon any person be suspended or reduced until such person shall have served one year of such sentence if convicted of a second or subsequent offense.  

A person convicted of a second or subsequent offense of violating the provisions of this section shall not be eligible for probation, parole, furlough or work release; provided, however that the commissioner of correction may, on the recommendation of the warden, superintendent, or other person in charge of a correctional institution, grant to said offender a temporary release in the custody of an officer of such institution for the following purposes: to attend the funeral of next of kin or spouse; to visit a critically ill close relative or spouse; or to obtain emergency medical services unavailable at said institutions.   

",False,http://malegislature.gov/api/Chapters/266/Sections/27A/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,28,Motor vehicle or trailer; theft or concealment; operation without owner's consent after revocation of license; penalty,"Section 28. (a) Whoever steals a motor vehicle or trailer, whoever maliciously damages a motor vehicle or trailer, whoever buys, receives, possesses, conceals, or obtains control of a motor vehicle or trailer, knowing or having reason to know the same to have been stolen, or whoever takes a motor vehicle without the authority of the owner and steals from it any of its parts or accessories, shall be punished by imprisonment in the state prison for not more than fifteen years or by imprisonment in a jail or house of correction for not more than two and one-half years or by a fine of not more than fifteen thousand dollars, or by both such fine and imprisonment.  

Evidence that an identifying number or numbers of a motor vehicle or trailer or part thereof has been intentionally and maliciously removed, defaced, altered, changed, destroyed, obliterated, or mutilated, shall be prima facie evidence that the defendant knew or had reason to know that the motor vehicle, or trailer or part thereof had been stolen.  

A prosecution commenced under this subdivision shall not be placed on file or continued without a finding and the sentence imposed upon a person convicted of violating this subdivision for a second or subsequent offense shall not be reduced to less than one year imprisonment, nor shall any sentence imposed upon any person be suspended, or reduced, until such person shall have served one year of such sentence if convicted of a second or subsequent such offense.  

A person convicted of a second or subsequent offense of violating the provisions of this subdivision shall not be eligible for probation, parole, furlough or work release; provided, however that the commissioner of correction may, on the recommendation of warden, superintendent, or other person in charge of a correctional institution, or the administrator of a county correctional institution, grant to said offender a temporary release in the custody of an officer of such institution for the following purposes: to attend the funeral of next of kin or spouse; to visit a critically ill close relative or spouse; or to obtain emergency medical services unavailable at said institution.  

(b) Whoever conceals any motor vehicle or trailer thief knowing him to be such, shall be punished by imprisonment for not more than ten years or by imprisonment in jail or house of correction for not more than two and one-half years or by a fine of not more than five thousand dollars, or both.  

(c) A conviction of a violation of this section or any adjudication that a person is a delinquent child by reason thereof, except for a conviction or adjudication for malicious damage to a motor vehicle or trailer, shall be reported forthwith by the court or magistrate to the registrar of motor vehicles who shall revoke immediately the license to operate motor vehicles or the right to operate motor vehicles of the person so convicted or adjudged, and no appeal, motion for new trial or exceptions shall operate to stay the revocation of such license or right to operate. The registrar of motor vehicles after having revoked the license or right to operate of any such person so convicted or adjudged shall issue a new license or reinstate such right to operate, if the prosecution of such person is finally terminated in his favor; otherwise, no new license shall be issued nor shall such right to operate be reinstated until one year after the date of revocation following his original conviction or adjudication if for a first offense, or until five years after the date of revocation following any subsequent conviction or adjudication.   

",False,http://malegislature.gov/api/Chapters/266/Sections/28/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,29,Statement concerning theft; recovery of vehicles; restitution,"Section 29. Whenever a motor vehicle is stolen or misappropriated, the owner of record shall sign and submit to the appropriate police authority a statement under the penalties of perjury on a form containing such information relating to the theft or misappropriation of the vehicle as is prescribed by the registrar of motor vehicles.  

Whenever a stolen or misappropriated motor vehicle is recovered by a police officer or other law enforcement officer, the police department shall notify the registry of motor vehicles, the owner of record and the storage facility if any, as soon as possible after the identity of the owner is determined.  Such notification may be made by letter, telephone call or personal visit to the owner and shall include information as to the location of the recovered vehicle. In the event the vehicle is placed in a garage or other storage facility, the owner of said facility shall lose his lien for the reasonable charges for storage and towing unless he notifies the owner of record of the vehicle by certified mail and return receipt requested within five days of the date of said recovery or his actual knowledge of the identity of the owner of record. Said notice shall contain the information on the location of the vehicle and the amount of charge due on said vehicle.  

The court shall, after a defendant is convicted of a violation of subsection (a) of section twenty-eight, conduct an evidentiary hearing to ascertain the extent of the damages or financial loss suffered as a result of the defendant's crime. A person found guilty of violating subsection (a) of section twenty-eight shall in all cases, upon conviction, in addition to any other punishment, be ordered to make restitution to the insurer for any financial loss sustained as a result of the commission of the crime; provided, however, that restitution shall not be ordered to a party whom the court determines to be aggrieved without that party's consent. Restitution shall be imposed in addition to incarceration or fine, and not in lieu thereof; provided, however, the court shall consider the defendant's present and future ability to pay in its determinations regarding a fine; provided, further, that, whenever possible subject to the constraints of this paragraph and the first paragraph of said subsection (a) of section twenty-eight, the amount of a fine imposed for a violation of said subsection (a) of section twenty-eight shall equal twice the amount of damages or financial loss suffered as a result of the defendant's crime.  

In determining the amount, time and method of payment of restitution, the court shall consider the financial resources of the defendant and the burden restitution will impose on the defendant. Upon a real or impending change in financial circumstances, a defendant ordered to pay restitution may petition the court for a modification of the amount, time or method of payment of restitution. If the court finds that because of any such change the payment of restitution will cause a substantial financial hardship to the defendant or the defendant's immediate family or the defendant's dependents, the court may grant remission from any payment of restitution or modify the amount, time or method of payment.  

If a defendant who is required to make restitution defaults in any payment of restitution or installment thereof, the court shall hold him in contempt unless said defendant has made a good faith effort to pay such restitution.  If said defendant has made a good faith effort to pay such restitution, the court may modify the amount, time or method of payment, but may not grant complete remission from payment of restitution.   

",False,http://malegislature.gov/api/Chapters/266/Sections/29/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
266,29A,nan,nan,False,http://malegislature.gov/api/Chapters/266/Sections/29A/,nan
266,29B,Burning motor vehicle; owner's statement to fire department,"Section 29B. Whenever a motor vehicle is burned, the owner of record of such vehicle shall submit to the appropriate fire department a statement signed under the penalties of perjury containing such information concerning the burning of such vehicle as the state fire marshall shall require.   

",False,http://malegislature.gov/api/Chapters/266/Sections/29B/,"{'Code': 'IV', 'Details': 'http://malegislature.gov/api/Parts/IV'}"
